FORGE_PHASE_2_X_MODULE_DECISION_TABLE.txt
Generated: 2026-06-04
Scope: Concise module decision table for human review.

[Module Name | Classification | Recommended Domain | Ownership | Candidate | Action Recommendation | Priority | Notes]
smnyl-followup-engine.js | CONSOLIDATE LATER | Nash Conversation Intelligence or Sales Conversion depending on workflow vs language role | Nash Conversation Intelligence or Sales Conversion depending on workflow vs language role | Migration Candidate | CONSOLIDATE LATER | MEDIA | carrier-specific boundary review; possible duplicate / overlap candidate
actividad.js | DOCUMENT | PERIODSNAPSHOT / OPERATIONAL CLOCKS | PERIODSNAPSHOT / OPERATIONAL CLOCKS | Core / Domain Module | DOCUMENT | MEDIA | hardcoded/rule-pack-sensitive values possible; large file
advisor-activity-timeline.js | DELETE LATER ONLY IF PROVEN UNUSED | PERIODSNAPSHOT / OPERATIONAL CLOCKS | PERIODSNAPSHOT / OPERATIONAL CLOCKS | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | BAJA | possible orphan / no incoming imports detected
advisor-sales-dna.entity.js | DELETE LATER ONLY IF PROVEN UNUSED | PERIODSNAPSHOT / OPERATIONAL CLOCKS | PERIODSNAPSHOT / OPERATIONAL CLOCKS | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | BAJA | possible orphan / no incoming imports detected
appointment-calendar-engine.js | DELETE LATER ONLY IF PROVEN UNUSED | PERIODSNAPSHOT / OPERATIONAL CLOCKS | PERIODSNAPSHOT / OPERATIONAL CLOCKS | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | BAJA | possible orphan / no incoming imports detected
auth-guard.js | KEEP | PERIODSNAPSHOT / OPERATIONAL CLOCKS | PERIODSNAPSHOT / OPERATIONAL CLOCKS | Core / Domain Module | KEEP | BAJA | No immediate static risk detected.
buying-signals-engine.js | DELETE LATER ONLY IF PROVEN UNUSED | PERIODSNAPSHOT / OPERATIONAL CLOCKS | PERIODSNAPSHOT / OPERATIONAL CLOCKS | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | MEDIA | possible orphan / no incoming imports detected
client-engagement-engine.js | CONSOLIDATE LATER | PERIODSNAPSHOT / OPERATIONAL CLOCKS | PERIODSNAPSHOT / OPERATIONAL CLOCKS | Migration Candidate | CONSOLIDATE LATER | MEDIA | hardcoded/rule-pack-sensitive values possible; possible duplicate / overlap candidate
event-log-engine.js | DELETE LATER ONLY IF PROVEN UNUSED | PERIODSNAPSHOT / OPERATIONAL CLOCKS | PERIODSNAPSHOT / OPERATIONAL CLOCKS | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | BAJA | possible orphan / no incoming imports detected
fixture-validation-test.js | KEEP | PERIODSNAPSHOT / OPERATIONAL CLOCKS | PERIODSNAPSHOT / OPERATIONAL CLOCKS | Core / Domain Module | KEEP | BAJA | No immediate static risk detected.
followup-next-date-engine.js | DELETE LATER ONLY IF PROVEN UNUSED | PERIODSNAPSHOT / OPERATIONAL CLOCKS | PERIODSNAPSHOT / OPERATIONAL CLOCKS | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | BAJA | possible orphan / no incoming imports detected
followup.entity.js | DELETE LATER ONLY IF PROVEN UNUSED | PERIODSNAPSHOT / OPERATIONAL CLOCKS | PERIODSNAPSHOT / OPERATIONAL CLOCKS | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | BAJA | possible orphan / no incoming imports detected
forge-ai-connector.js | CONSOLIDATE LATER | PERIODSNAPSHOT / OPERATIONAL CLOCKS | PERIODSNAPSHOT / OPERATIONAL CLOCKS | Migration Candidate | CONSOLIDATE LATER | MEDIA | possible duplicate / overlap candidate
google-calendar-engine.js | DELETE LATER ONLY IF PROVEN UNUSED | PERIODSNAPSHOT / OPERATIONAL CLOCKS | PERIODSNAPSHOT / OPERATIONAL CLOCKS | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | BAJA | possible orphan / no incoming imports detected
idle-runtime.js | DELETE LATER ONLY IF PROVEN UNUSED | PERIODSNAPSHOT / OPERATIONAL CLOCKS | PERIODSNAPSHOT / OPERATIONAL CLOCKS | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | BAJA | possible orphan / no incoming imports detected
imagina-ser-decision-engine.js | KEEP | PERIODSNAPSHOT / OPERATIONAL CLOCKS | PERIODSNAPSHOT / OPERATIONAL CLOCKS | Core / Domain Module | KEEP | BAJA | No immediate static risk detected.
life-event-engine.js | CONSOLIDATE LATER | PERIODSNAPSHOT / OPERATIONAL CLOCKS | PERIODSNAPSHOT / OPERATIONAL CLOCKS | Migration Candidate | CONSOLIDATE LATER | MEDIA | possible duplicate / overlap candidate
monthly-revenue-engine.js | DELETE LATER ONLY IF PROVEN UNUSED | PERIODSNAPSHOT / OPERATIONAL CLOCKS | PERIODSNAPSHOT / OPERATIONAL CLOCKS | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | BAJA | possible orphan / no incoming imports detected
nash-memory-engine.js | CONSOLIDATE LATER | PERIODSNAPSHOT / OPERATIONAL CLOCKS | PERIODSNAPSHOT / OPERATIONAL CLOCKS | Migration Candidate | CONSOLIDATE LATER | MEDIA | possible duplicate / overlap candidate
optimistic-mutation-runtime.js | DELETE LATER ONLY IF PROVEN UNUSED | PERIODSNAPSHOT / OPERATIONAL CLOCKS | PERIODSNAPSHOT / OPERATIONAL CLOCKS | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | BAJA | possible orphan / no incoming imports detected
policy-core-engine.js | DELETE LATER ONLY IF PROVEN UNUSED | PERIODSNAPSHOT / OPERATIONAL CLOCKS | PERIODSNAPSHOT / OPERATIONAL CLOCKS | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | BAJA | possible orphan / no incoming imports detected
question-answer-engine.js | DELETE LATER ONLY IF PROVEN UNUSED | PERIODSNAPSHOT / OPERATIONAL CLOCKS | PERIODSNAPSHOT / OPERATIONAL CLOCKS | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | BAJA | possible orphan / no incoming imports detected
question-session-engine.js | DELETE LATER ONLY IF PROVEN UNUSED | PERIODSNAPSHOT / OPERATIONAL CLOCKS | PERIODSNAPSHOT / OPERATIONAL CLOCKS | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | BAJA | possible orphan / no incoming imports detected
quick-actions-bar.tsx | DELETE LATER ONLY IF PROVEN UNUSED | PERIODSNAPSHOT / OPERATIONAL CLOCKS | PERIODSNAPSHOT / OPERATIONAL CLOCKS | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | BAJA | possible orphan / no incoming imports detected
realtime-engine.js | KEEP | PERIODSNAPSHOT / OPERATIONAL CLOCKS | PERIODSNAPSHOT / OPERATIONAL CLOCKS | Core / Domain Module | KEEP | BAJA | No immediate static risk detected.
realtime-task-engine.js | DELETE LATER ONLY IF PROVEN UNUSED | PERIODSNAPSHOT / OPERATIONAL CLOCKS | PERIODSNAPSHOT / OPERATIONAL CLOCKS | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | BAJA | possible orphan / no incoming imports detected
referral-timeline-engine.js | DELETE LATER ONLY IF PROVEN UNUSED | PERIODSNAPSHOT / OPERATIONAL CLOCKS | PERIODSNAPSHOT / OPERATIONAL CLOCKS | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | BAJA | possible orphan / no incoming imports detected
referrals-engine.js | DELETE LATER ONLY IF PROVEN UNUSED | PERIODSNAPSHOT / OPERATIONAL CLOCKS | PERIODSNAPSHOT / OPERATIONAL CLOCKS | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | BAJA | possible orphan / no incoming imports detected
relationship-next-action-engine.js | CONSOLIDATE LATER | PERIODSNAPSHOT / OPERATIONAL CLOCKS | PERIODSNAPSHOT / OPERATIONAL CLOCKS | Migration Candidate | CONSOLIDATE LATER | MEDIA | possible duplicate / overlap candidate
relationship-timeline-engine.js | CONSOLIDATE LATER | PERIODSNAPSHOT / OPERATIONAL CLOCKS | PERIODSNAPSHOT / OPERATIONAL CLOCKS | Migration Candidate | CONSOLIDATE LATER | MEDIA | possible duplicate / overlap candidate
retry-runtime.js | DELETE LATER ONLY IF PROVEN UNUSED | PERIODSNAPSHOT / OPERATIONAL CLOCKS | PERIODSNAPSHOT / OPERATIONAL CLOCKS | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | BAJA | possible orphan / no incoming imports detected
revenue-optimization-engine.js | DELETE LATER ONLY IF PROVEN UNUSED | PERIODSNAPSHOT / OPERATIONAL CLOCKS | PERIODSNAPSHOT / OPERATIONAL CLOCKS | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | BAJA | possible orphan / no incoming imports detected
runtime.js | KEEP | PERIODSNAPSHOT / OPERATIONAL CLOCKS | PERIODSNAPSHOT / OPERATIONAL CLOCKS | Legacy / Migration Candidate | KEEP | ALTA | No immediate static risk detected. Legacy CRM AddLife root/util candidate; keep separate from Forge OS Core until migration ADR.
shared-banxico-rate-engine.js | CONSOLIDATE LATER | PERIODSNAPSHOT / OPERATIONAL CLOCKS | PERIODSNAPSHOT / OPERATIONAL CLOCKS | Migration Candidate | CONSOLIDATE LATER | MEDIA | possible duplicate / overlap candidate
shared-banxico-rate-report.js | CONSOLIDATE LATER | PERIODSNAPSHOT / OPERATIONAL CLOCKS | PERIODSNAPSHOT / OPERATIONAL CLOCKS | Migration Candidate | CONSOLIDATE LATER | MEDIA | possible orphan / no incoming imports detected; possible duplicate / overlap candidate
shared-decision-appendix-engine.js | CONSOLIDATE LATER | PERIODSNAPSHOT / OPERATIONAL CLOCKS | PERIODSNAPSHOT / OPERATIONAL CLOCKS | Migration Candidate | CONSOLIDATE LATER | MEDIA | possible duplicate / overlap candidate
shared-human-financial-language-engine.js | KEEP | PERIODSNAPSHOT / OPERATIONAL CLOCKS | PERIODSNAPSHOT / OPERATIONAL CLOCKS | Core / Domain Module | KEEP | BAJA | No immediate static risk detected.
shared-price-placement-engine.js | KEEP | PERIODSNAPSHOT / OPERATIONAL CLOCKS | PERIODSNAPSHOT / OPERATIONAL CLOCKS | Core / Domain Module | KEEP | BAJA | No immediate static risk detected.
smart-agenda-engine.js | DELETE LATER ONLY IF PROVEN UNUSED | PERIODSNAPSHOT / OPERATIONAL CLOCKS | PERIODSNAPSHOT / OPERATIONAL CLOCKS | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | BAJA | possible orphan / no incoming imports detected
smoke-test.js | DOCUMENT | PERIODSNAPSHOT / OPERATIONAL CLOCKS | PERIODSNAPSHOT / OPERATIONAL CLOCKS | Core / Domain Module | DOCUMENT | MEDIA | hardcoded/rule-pack-sensitive values possible
utils.js | KEEP | PERIODSNAPSHOT / OPERATIONAL CLOCKS | PERIODSNAPSHOT / OPERATIONAL CLOCKS | Legacy / Migration Candidate | KEEP | ALTA | No immediate static risk detected. Legacy CRM AddLife root/util candidate; keep separate from Forge OS Core until migration ADR.
virtual-list-engine.js | CONSOLIDATE LATER | PERIODSNAPSHOT / OPERATIONAL CLOCKS | PERIODSNAPSHOT / OPERATIONAL CLOCKS | Migration Candidate | CONSOLIDATE LATER | MEDIA | possible orphan / no incoming imports detected; possible duplicate / overlap candidate
visibility-runtime.js | DELETE LATER ONLY IF PROVEN UNUSED | PERIODSNAPSHOT / OPERATIONAL CLOCKS | PERIODSNAPSHOT / OPERATIONAL CLOCKS | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | MEDIA | hardcoded/rule-pack-sensitive values possible; possible orphan / no incoming imports detected
activity-feed-engine.js | CONSOLIDATE LATER | PRODUCTIVITY INTELLIGENCE | PRODUCTIVITY INTELLIGENCE | Migration Candidate | CONSOLIDATE LATER | MEDIA | possible orphan / no incoming imports detected; possible duplicate / overlap candidate
activity-feed.js | CONSOLIDATE LATER | PRODUCTIVITY INTELLIGENCE | PRODUCTIVITY INTELLIGENCE | Migration Candidate | CONSOLIDATE LATER | MEDIA | possible orphan / no incoming imports detected; possible duplicate / overlap candidate
activity-stream-engine.js | DELETE LATER ONLY IF PROVEN UNUSED | PRODUCTIVITY INTELLIGENCE | PRODUCTIVITY INTELLIGENCE | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | BAJA | possible orphan / no incoming imports detected
channel-performance-engine.js | DELETE LATER ONLY IF PROVEN UNUSED | PRODUCTIVITY INTELLIGENCE | PRODUCTIVITY INTELLIGENCE | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | BAJA | possible orphan / no incoming imports detected
nash-manager-alert-engine.js | CONSOLIDATE LATER | PRODUCTIVITY INTELLIGENCE | PRODUCTIVITY INTELLIGENCE | Migration Candidate | CONSOLIDATE LATER | MEDIA | hardcoded/rule-pack-sensitive values possible; possible duplicate / overlap candidate
performance-monitor.js | KEEP | PRODUCTIVITY INTELLIGENCE | PRODUCTIVITY INTELLIGENCE | Core / Domain Module | KEEP | BAJA | No immediate static risk detected.
sales-dna-evolution-engine.js | DELETE LATER ONLY IF PROVEN UNUSED | PRODUCTIVITY INTELLIGENCE | PRODUCTIVITY INTELLIGENCE | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | BAJA | possible orphan / no incoming imports detected
smnyl-goals-engine.js | DELETE LATER ONLY IF PROVEN UNUSED | PRODUCTIVITY INTELLIGENCE | PRODUCTIVITY INTELLIGENCE | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | MEDIA | carrier-specific boundary review; possible orphan / no incoming imports detected
smnyl-productividad-engine.js | DELETE LATER ONLY IF PROVEN UNUSED | PRODUCTIVITY INTELLIGENCE | PRODUCTIVITY INTELLIGENCE | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | MEDIA | carrier-specific boundary review; possible orphan / no incoming imports detected
smnyl-streak-engine.js | DELETE LATER ONLY IF PROVEN UNUSED | PRODUCTIVITY INTELLIGENCE | PRODUCTIVITY INTELLIGENCE | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | MEDIA | carrier-specific boundary review; possible orphan / no incoming imports detected
team-activity-engine.js | DELETE LATER ONLY IF PROVEN UNUSED | PRODUCTIVITY INTELLIGENCE | PRODUCTIVITY INTELLIGENCE | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | BAJA | possible orphan / no incoming imports detected
channel-adaptation-engine.js | KEEP | RULESNAPSHOT / RULE PACK | RULESNAPSHOT / RULE PACK | Core / Domain Module | KEEP | BAJA | No immediate static risk detected.
daily-points-engine.js | DELETE LATER ONLY IF PROVEN UNUSED | RULESNAPSHOT / RULE PACK | RULESNAPSHOT / RULE PACK | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | BAJA | possible orphan / no incoming imports detected
nash-council-orchestrator.js | KEEP | RULESNAPSHOT / RULE PACK | RULESNAPSHOT / RULE PACK | Core / Domain Module | KEEP | BAJA | No immediate static risk detected.
organization-rules-fixture-validation-test.js | KEEP | RULESNAPSHOT / RULE PACK | RULESNAPSHOT / RULE PACK | Core / Domain Module | KEEP | BAJA | No immediate static risk detected.
run-all-tests.js | KEEP | RULESNAPSHOT / RULE PACK | RULESNAPSHOT / RULE PACK | Core / Domain Module | KEEP | BAJA | No immediate static risk detected.
introduction-message-engine.js | DELETE LATER ONLY IF PROVEN UNUSED | SHARED COMMERCIAL MODEL | SHARED COMMERCIAL MODEL | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | BAJA | possible orphan / no incoming imports detected
nash-intent-engine.js | CONSOLIDATE LATER | SHARED COMMERCIAL MODEL | SHARED COMMERCIAL MODEL | Migration Candidate | CONSOLIDATE LATER | MEDIA | possible duplicate / overlap candidate
prospect-personality-engine.js | KEEP | SHARED COMMERCIAL MODEL | SHARED COMMERCIAL MODEL | Core / Domain Module | KEEP | BAJA | No immediate static risk detected.
shared-clp-master-test.js | CONSOLIDATE LATER | SHARED COMMERCIAL MODEL | SHARED COMMERCIAL MODEL | Migration Candidate | CONSOLIDATE LATER | MEDIA | possible duplicate / overlap candidate
accessibility-engine.js | KEEP | SHARED CORE | SHARED CORE | Core / Domain Module | KEEP | BAJA | No immediate static risk detected.
advisor-conversion.schema.json | DO NOT TOUCH | SHARED CORE | SHARED CORE | Core / Protected Surface | DO NOT TOUCH | ALTA | Schema/config file; DO NOT TOUCH unless schema change is explicitly approved.
advisor-performance-engine.js | CONSOLIDATE LATER | SHARED CORE | SHARED CORE | Migration Candidate | CONSOLIDATE LATER | MEDIA | hardcoded/rule-pack-sensitive values possible; possible duplicate / overlap candidate
advisor-style.constants.js | KEEP | SHARED CORE | SHARED CORE | Core / Domain Module | KEEP | BAJA | No immediate static risk detected.
advisor.schema.json | DO NOT TOUCH | SHARED CORE | SHARED CORE | Core / Protected Surface | DO NOT TOUCH | ALTA | Schema/config file; DO NOT TOUCH unless schema change is explicitly approved.
animation-engine.js | DELETE LATER ONLY IF PROVEN UNUSED | SHARED CORE | SHARED CORE | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | BAJA | possible orphan / no incoming imports detected
candidate-assessment.schema.json | DO NOT TOUCH | SHARED CORE | SHARED CORE | Core / Protected Surface | DO NOT TOUCH | ALTA | Schema/config file; DO NOT TOUCH unless schema change is explicitly approved.
candidate.schema.json | DO NOT TOUCH | SHARED CORE | SHARED CORE | Core / Protected Surface | DO NOT TOUCH | ALTA | Schema/config file; DO NOT TOUCH unless schema change is explicitly approved.
command-palette-engine.js | DO NOT TOUCH | SHARED CORE | SHARED CORE | Core / Protected Surface | DO NOT TOUCH | ALTA | possible duplicate / overlap candidate Preserve Alfred visible UX vs Command OS infrastructure boundary.
core-event-bus.js | DO NOT TOUCH | SHARED CORE | SHARED CORE | Core / Protected Surface | DO NOT TOUCH | ALTA | possible duplicate / overlap candidate
core_domain-events.js | CONSOLIDATE LATER | SHARED CORE | SHARED CORE | Migration Candidate | CONSOLIDATE LATER | MEDIA | possible orphan / no incoming imports detected; possible duplicate / overlap candidate
core_event-bus.js | DO NOT TOUCH | SHARED CORE | SHARED CORE | Core / Protected Surface | DO NOT TOUCH | ALTA | possible orphan / no incoming imports detected; possible duplicate / overlap candidate
design-tokens.js | KEEP | SHARED CORE | SHARED CORE | Core / Domain Module | KEEP | BAJA | No immediate static risk detected.
discovery-priority-engine.js | DELETE LATER ONLY IF PROVEN UNUSED | SHARED CORE | SHARED CORE | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | BAJA | possible orphan / no incoming imports detected
dom-sanitizer.js | DELETE LATER ONLY IF PROVEN UNUSED | SHARED CORE | SHARED CORE | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | BAJA | possible orphan / no incoming imports detected
domain-runtime.js | DELETE LATER ONLY IF PROVEN UNUSED | SHARED CORE | SHARED CORE | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | BAJA | possible orphan / no incoming imports detected
domain-store.js | KEEP | SHARED CORE | SHARED CORE | Core / Domain Module | KEEP | BAJA | No immediate static risk detected.
entity-resolver-engine.js | DELETE LATER ONLY IF PROVEN UNUSED | SHARED CORE | SHARED CORE | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | BAJA | possible orphan / no incoming imports detected
excel-parser-engine.js | DELETE LATER ONLY IF PROVEN UNUSED | SHARED CORE | SHARED CORE | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | BAJA | possible orphan / no incoming imports detected
financial-risk-score-engine.js | DELETE LATER ONLY IF PROVEN UNUSED | SHARED CORE | SHARED CORE | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | BAJA | possible orphan / no incoming imports detected
interview-evidence.schema.json | DO NOT TOUCH | SHARED CORE | SHARED CORE | Core / Protected Surface | DO NOT TOUCH | ALTA | Schema/config file; DO NOT TOUCH unless schema change is explicitly approved.
interview.schema.json | DO NOT TOUCH | SHARED CORE | SHARED CORE | Core / Protected Surface | DO NOT TOUCH | ALTA | Schema/config file; DO NOT TOUCH unless schema change is explicitly approved.
lead-temperature-engine.js | DELETE LATER ONLY IF PROVEN UNUSED | SHARED CORE | SHARED CORE | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | MEDIA | hardcoded/rule-pack-sensitive values possible; possible orphan / no incoming imports detected
life-event-master-test.js | CONSOLIDATE LATER | SHARED CORE | SHARED CORE | Migration Candidate | CONSOLIDATE LATER | MEDIA | hardcoded/rule-pack-sensitive values possible; possible duplicate / overlap candidate
manager-assignment.schema.json | DO NOT TOUCH | SHARED CORE | SHARED CORE | Core / Protected Surface | DO NOT TOUCH | ALTA | Schema/config file; DO NOT TOUCH unless schema change is explicitly approved.
manager-report.schema.json | DO NOT TOUCH | SHARED CORE | SHARED CORE | Core / Protected Surface | DO NOT TOUCH | ALTA | Schema/config file; DO NOT TOUCH unless schema change is explicitly approved.
market-evidence.schema.json | DO NOT TOUCH | SHARED CORE | SHARED CORE | Core / Protected Surface | DO NOT TOUCH | ALTA | Schema/config file; DO NOT TOUCH unless schema change is explicitly approved.
momentum-engine.js | DELETE LATER ONLY IF PROVEN UNUSED | SHARED CORE | SHARED CORE | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | MEDIA | hardcoded/rule-pack-sensitive values possible; possible orphan / no incoming imports detected
motion-principles.js | DELETE LATER ONLY IF PROVEN UNUSED | SHARED CORE | SHARED CORE | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | BAJA | possible orphan / no incoming imports detected
nash-master-test.js | KEEP | SHARED CORE | SHARED CORE | Core / Domain Module | KEEP | BAJA | No immediate static risk detected.
nash-personality-engine.js | CONSOLIDATE LATER | SHARED CORE | SHARED CORE | Migration Candidate | CONSOLIDATE LATER | MEDIA | hardcoded/rule-pack-sensitive values possible; possible duplicate / overlap candidate
nash-report.schema.json | DO NOT TOUCH | SHARED CORE | SHARED CORE | Core / Protected Surface | DO NOT TOUCH | ALTA | Schema/config file; DO NOT TOUCH unless schema change is explicitly approved.
office-assignment.schema.json | DO NOT TOUCH | SHARED CORE | SHARED CORE | Core / Protected Surface | DO NOT TOUCH | ALTA | Schema/config file; DO NOT TOUCH unless schema change is explicitly approved.
operational-shell.store.ts | DELETE LATER ONLY IF PROVEN UNUSED | SHARED CORE | SHARED CORE | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | BAJA | possible orphan / no incoming imports detected
operational-sync-engine.js | DELETE LATER ONLY IF PROVEN UNUSED | SHARED CORE | SHARED CORE | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | BAJA | possible orphan / no incoming imports detected
organization-profile.schema.json | DO NOT TOUCH | SHARED CORE | SHARED CORE | Core / Protected Surface | DO NOT TOUCH | ALTA | Schema/config file; DO NOT TOUCH unless schema change is explicitly approved.
policy-relationship-score-engine.js | DELETE LATER ONLY IF PROVEN UNUSED | SHARED CORE | SHARED CORE | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | MEDIA | hardcoded/rule-pack-sensitive values possible; possible orphan / no incoming imports detected
policy-schema-validator-engine.js | DELETE LATER ONLY IF PROVEN UNUSED | SHARED CORE | SHARED CORE | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | ALTA | possible orphan / no incoming imports detected
policy.schema.json | DO NOT TOUCH | SHARED CORE | SHARED CORE | Core / Protected Surface | DO NOT TOUCH | ALTA | Schema/config file; DO NOT TOUCH unless schema change is explicitly approved.
precontract-activity-evidence.schema.json | DO NOT TOUCH | SHARED CORE | SHARED CORE | Core / Protected Surface | DO NOT TOUCH | ALTA | Schema/config file; DO NOT TOUCH unless schema change is explicitly approved.
precontract-cycle.schema.json | DO NOT TOUCH | SHARED CORE | SHARED CORE | Core / Protected Surface | DO NOT TOUCH | ALTA | Schema/config file; DO NOT TOUCH unless schema change is explicitly approved.
precontract.schema.json | DO NOT TOUCH | SHARED CORE | SHARED CORE | Core / Protected Surface | DO NOT TOUCH | ALTA | Schema/config file; DO NOT TOUCH unless schema change is explicitly approved.
project200.schema.json | DO NOT TOUCH | SHARED CORE | SHARED CORE | Core / Protected Surface | DO NOT TOUCH | ALTA | Schema/config file; DO NOT TOUCH unless schema change is explicitly approved.
prospect-personality.constants.js | KEEP | SHARED CORE | SHARED CORE | Core / Domain Module | KEEP | BAJA | No immediate static risk detected.
prospect-score-engine.js | DOCUMENT | SHARED CORE | SHARED CORE | Core / Domain Module | DOCUMENT | MEDIA | hardcoded/rule-pack-sensitive values possible
prospect.entity.js | KEEP | SHARED CORE | SHARED CORE | Core / Domain Module | KEEP | BAJA | No immediate static risk detected.
prospect.schema.json | DO NOT TOUCH | SHARED CORE | SHARED CORE | Core / Protected Surface | DO NOT TOUCH | ALTA | Schema/config file; DO NOT TOUCH unless schema change is explicitly approved.
question-evidence.schema.json | DO NOT TOUCH | SHARED CORE | SHARED CORE | Core / Protected Surface | DO NOT TOUCH | ALTA | Schema/config file; DO NOT TOUCH unless schema change is explicitly approved.
quotation-input.entity.js | DELETE LATER ONLY IF PROVEN UNUSED | SHARED CORE | SHARED CORE | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | BAJA | possible orphan / no incoming imports detected
rda.schema.json | DO NOT TOUCH | SHARED CORE | SHARED CORE | Core / Protected Surface | DO NOT TOUCH | ALTA | Schema/config file; DO NOT TOUCH unless schema change is explicitly approved.
recruit-identity.schema.json | DO NOT TOUCH | SHARED CORE | SHARED CORE | Core / Protected Surface | DO NOT TOUCH | ALTA | Schema/config file; DO NOT TOUCH unless schema change is explicitly approved.
recruitment-application.schema.json | DO NOT TOUCH | SHARED CORE | SHARED CORE | Core / Protected Surface | DO NOT TOUCH | ALTA | Schema/config file; DO NOT TOUCH unless schema change is explicitly approved.
referidos.js | DOCUMENT | SHARED CORE | SHARED CORE | Core / Domain Module | DOCUMENT | MEDIA | hardcoded/rule-pack-sensitive values possible
referral-opportunity-engine.js | CONSOLIDATE LATER | SHARED CORE | SHARED CORE | Migration Candidate | CONSOLIDATE LATER | MEDIA | hardcoded/rule-pack-sensitive values possible; possible duplicate / overlap candidate
referral-score-engine.js | DELETE LATER ONLY IF PROVEN UNUSED | SHARED CORE | SHARED CORE | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | BAJA | possible orphan / no incoming imports detected
referral-source.constants.js | KEEP | SHARED CORE | SHARED CORE | Core / Domain Module | KEEP | BAJA | No immediate static risk detected.
relationship-report.schema.json | DO NOT TOUCH | SHARED CORE | SHARED CORE | Core / Protected Surface | DO NOT TOUCH | ALTA | Schema/config file; DO NOT TOUCH unless schema change is explicitly approved.
relationship.schema.json | DO NOT TOUCH | SHARED CORE | SHARED CORE | Core / Protected Surface | DO NOT TOUCH | ALTA | Schema/config file; DO NOT TOUCH unless schema change is explicitly approved.
responsive-engine.js | KEEP | SHARED CORE | SHARED CORE | Core / Domain Module | KEEP | BAJA | No immediate static risk detected.
shared-decision-score-engine.js | DOCUMENT | SHARED CORE | SHARED CORE | Core / Domain Module | DOCUMENT | MEDIA | hardcoded/rule-pack-sensitive values possible
smart-referrals-engine.js | DELETE LATER ONLY IF PROVEN UNUSED | SHARED CORE | SHARED CORE | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | BAJA | possible orphan / no incoming imports detected
smnyl-decision-engine.js | DELETE LATER ONLY IF PROVEN UNUSED | SHARED CORE | SHARED CORE | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | MEDIA | hardcoded/rule-pack-sensitive values possible; carrier-specific boundary review; possible orphan / no incoming imports detected
smnyl-health-score-engine.js | DOCUMENT | SHARED CORE | SHARED CORE | Core / Domain Module | DOCUMENT | MEDIA | hardcoded/rule-pack-sensitive values possible; carrier-specific boundary review
